Gene;Entrez;NumSucc;NumTrials;Average;PVal;CumPosition;QValue
ING2;3622;12;89;0,922372816;0,042405691;993;0,425780068
CNRIP1;25927;12;89;0,922372816;0,042405691;994;0,425351718
SNTB1;6641;12;89;0,922372816;0,042405691;995;0,424924229
LRRN3;54674;12;89;0,922372816;0,042405691;996;0,424497598
CNTF;1270;12;89;0,922372816;0,042405691;997;0,424071823
TOMM70;9868;15;119;0,922372816;0,042766149;998;0,426794629
QDPR;5860;15;119;0,922372816;0,042766149;999;0,426367407
CYB5B;80777;15;119;0,922372816;0,042766149;1000;0,425941039
MME;4311;15;119;0,922372816;0,042766149;1001;0,425515524
CDC5L;988;15;119;0,922372816;0,042766149;1002;0,425090858
PIK3CD;5293;15;119;0,922372816;0,042766149;1003;0,424667038
DTD1;92675;15;119;0,922372816;0,042766149;1004;0,424244063
JAGN1;84522;13;99;0,922372816;0,042870454;1005;0,424725022
COG6;57511;13;99;0,922372816;0,042870454;1006;0,42430283
EIF5;1983;13;99;0,922372816;0,042870454;1007;0,423881477
PYGM;5837;13;99;0,922372816;0,042870454;1008;0,423460959
SYNGR3;9143;13;99;0,922372816;0,042870454;1009;0,423041276
NSDHL;50814;13;99;0,922372816;0,042870454;1010;0,422622423
POMC;5443;13;99;0,922372816;0,042870454;1011;0,422204399
ARL2BP;23568;13;99;0,922372816;0,042870454;1012;0,421787201
THOC3;84321;13;99;0,922372816;0,042870454;1013;0,421370826
PTS;5805;14;109;0,922372816;0,042961572;1014;0,421736676
CUX2;23316;14;109;0,922372816;0,042961572;1015;0,421321172
RUVBL2;10856;14;109;0,922372816;0,042961572;1016;0,420906486
ANKH;56172;14;109;0,922372816;0,042961572;1017;0,420492615
TEX2;55852;14;109;0,922372816;0,042961572;1018;0,420079558
SLCO1C1;53919;10;70;0,922372816;0,043389549;1019;0,423313094
TYRP1;7306;10;70;0,922372816;0,043389549;1020;0,422898081
RWDD1;51389;10;70;0,922372816;0,043389549;1021;0,422483881
MACROD2;140733;10;70;0,922372816;0,043389549;1022;0,422070492
PHOSPHO2-KLHL23;100526832;10;70;0,922372816;0,043389549;1023;0,421657911
FAR2;55711;10;70;0,922372816;0,043389549;1024;0,421246135
VSTM2A;222008;10;70;0,922372816;0,043389549;1025;0,420835163
RGMB;285704;10;70;0,922372816;0,043389549;1026;0,420424993
GPR161;23432;11;80;0,922372816;0,044819732;1027;0,432028007
KCNH5;27133;11;80;0,922372816;0,044819732;1028;0,431607746
SNCB;6620;11;80;0,922372816;0,044819732;1029;0,431188303
RIMS3;9783;11;80;0,922372816;0,044819732;1030;0,430769673
RNF125;54941;11;80;0,922372816;0,044819732;1031;0,430351856
PLPPR1;54886;11;80;0,922372816;0,044819732;1032;0,429934848
LMOD3;56203;11;80;0,922372816;0,044819732;1033;0,429518648
LRRC39;127495;11;80;0,922372816;0,044819732;1034;0,429103253
IGF2BP3;10643;11;80;0,922372816;0,044819732;1035;0,42868866
TCTEX1D1;200132;9;61;0,922372816;0,045023061;1036;0,42995842
FNDC4;64838;9;61;0,922372816;0,045023061;1037;0,429543803
PKIA;5569;15;120;0,922372816;0,045502732;1038;0,433084715
XPNPEP1;7511;15;120;0,922372816;0,045502732;1039;0,432667887
UNG;7374;15;120;0,922372816;0,045502732;1040;0,43225186
CAMK2A;815;12;90;0,922372816;0,04560753;1041;0,432696445
INTS13;55726;12;90;0,922372816;0,04560753;1042;0,43228119
OLFML2B;25903;12;90;0,922372816;0,04560753;1043;0,43186673
MRPL47;57129;12;90;0,922372816;0,04560753;1044;0,431453065
ELMO1;9844;12;90;0,922372816;0,04560753;1045;0,431040191
NTMT1;28989;12;90;0,922372816;0,04560753;1046;0,430628107
CHRM1;1128;12;90;0,922372816;0,04560753;1047;0,43021681
NEDD1;121441;12;90;0,922372816;0,04560753;1048;0,429806297
HPDL;84842;12;90;0,922372816;0,04560753;1049;0,429396568
PGM2L1;283209;12;90;0,922372816;0,04560753;1050;0,428987619
BLOC1S2;282991;12;90;0,922372816;0,04560753;1051;0,428579448
GLRX2;51022;12;90;0,922372816;0,04560753;1052;0,428172053
VPS37B;79720;14;110;0,922372816;0,045846209;1053;0,429699056
SIAH2;6478;14;110;0,922372816;0,045846209;1054;0,429291372
EXOSC5;56915;14;110;0,922372816;0,045846209;1055;0,428884461
FTO;79068;14;110;0,922372816;0,045846209;1056;0,42847832
PKIG;11142;14;110;0,922372816;0,045846209;1057;0,428072948
CDC37L1;55664;14;110;0,922372816;0,045846209;1058;0,427668343
ABI2;10152;14;110;0,922372816;0,045846209;1059;0,427264501
PNO1;56902;14;110;0,922372816;0,045846209;1060;0,426861421
TBL2;26608;13;100;0,922372816;0,045910576;1061;0,426976085
STX1A;6804;13;100;0,922372816;0,045910576;1062;0,426574036
ASPM;259266;13;100;0,922372816;0,045910576;1063;0,426172744
GAS1;2619;13;100;0,922372816;0,045910576;1064;0,425772205
ACOT8;10005;13;100;0,922372816;0,045910576;1065;0,425372419
ELMO2;63916;13;100;0,922372816;0,045910576;1066;0,424973383
GALNT11;63917;13;100;0,922372816;0,045910576;1067;0,424575095
TRAPPC1;58485;13;100;0,922372816;0,045910576;1068;0,424177553
ARMT1;79624;13;100;0,922372816;0,045910576;1069;0,423780754
INPP4B;8821;13;100;0,922372816;0,045910576;1070;0,423384698
KLHL24;54800;13;100;0,922372816;0,045910576;1071;0,42298938
FMO1;2326;13;100;0,922372816;0,045910576;1072;0,422594801
UBE2N;7334;8;52;0,922372816;0,046110383;1073;0,423786396
C12orf60;144608;7;43;0,922372816;0,04625196;1074;0,424512834
P2RX5;5026;5;26;0,922372816;0,046968597;1075;0,429770296
NDUFB11;54539;5;26;0,922372816;0,046968597;1076;0,429370881
METTL13;51603;10;71;0,922372816;0,047126968;1077;0,430215238
HFE2;148738;10;71;0,922372816;0,047126968;1078;0,429816151
TCFL5;10732;10;71;0,922372816;0,047126968;1079;0,429417804
OR10K2;391107;3;11;0,922372816;0,048116896;1080;0,436737504
CCT4;10575;15;121;0,922372816;0,04836026;1081;0,438220815
SFPQ;6421;15;121;0,922372816;0,04836026;1082;0,437815805
DPP4;1803;15;121;0,922372816;0,04836026;1083;0,437411543
CCDC167;154467;11;81;0,922372816;0,048369227;1084;0,437077308
DOK5;55816;11;81;0,922372816;0,048369227;1085;0,436674472
CCKBR;887;11;81;0,922372816;0,048369227;1086;0,436272377
KIF18B;146909;11;81;0,922372816;0,048369227;1087;0,435871023
ACVR2A;92;14;111;0,922372816;0,04886351;1088;0,439268903
IFT27;11020;14;111;0,922372816;0,04886351;1089;0,438865534
CNOT8;9337;14;111;0,922372816;0,04886351;1090;0,438462905
GTF2I;2969;14;111;0,922372816;0,04886351;1091;0,438061015
PRKCI;5584;14;111;0,922372816;0,04886351;1092;0,43765986
ARG2;384;14;111;0,922372816;0,04886351;1093;0,437259439
COQ10A;93058;14;111;0,922372816;0,04886351;1094;0,43685975
KCNJ12;3768;14;111;0,922372816;0,04886351;1095;0,436460792
MPZ;4359;12;91;0,922372816;0,048972037;1096;0,436888738
LDHD;197257;12;91;0,922372816;0,048972037;1097;0,436490481
AGK;55750;12;91;0,922372816;0,048972037;1098;0,436092948
KCTD3;51133;12;91;0,922372816;0,048972037;1099;0,435696139
UST;10090;12;91;0,922372816;0,048972037;1100;0,435300052
TMX2;51075;12;91;0,922372816;0,048972037;1101;0,434904684
DENND6B;414918;12;91;0,922372816;0,048972037;1102;0,434510034
LMO4;8543;13;101;0,922372816;0,049097082;1103;0,435061197
ATP5S;27109;13;101;0,922372816;0,049097082;1104;0,43466712
SPTBN2;6712;13;101;0,922372816;0,049097082;1105;0,434273756
LIPE;3991;13;101;0,922372816;0,049097082;1106;0,433881103
DCTN5;84516;13;101;0,922372816;0,049097082;1107;0,43348916
E2F1;1869;13;101;0,922372816;0,049097082;1108;0,433097925
CNTN1;1272;13;101;0,922372816;0,049097082;1109;0,432707394
SLITRK3;22865;9;62;0,922372816;0,049184357;1110;0,432972554
C11orf57;55216;9;62;0,922372816;0,049184357;1111;0,43258284
