Gene;Entrez;NumSucc;NumTrials;Average;PVal;CumPosition;QValue
CRMP1;1400;14;95;0,922372816;0,014925518;569;0,282690906
C5orf22;55322;14;95;0,922372816;0,014925518;570;0,282194957
UCP3;7352;14;95;0,922372816;0,014925518;571;0,281700745
TIPRL;261726;16;114;0,922372816;0,015152776;572;0,285313276
OLFM1;10439;16;114;0,922372816;0,015152776;573;0,284815347
NDUFB9;4715;16;114;0,922372816;0,015152776;574;0,284319153
LEF1;51176;16;114;0,922372816;0,015152776;575;0,283824685
TRAP1;10131;16;114;0,922372816;0,015152776;576;0,283331934
BANF1;8815;16;114;0,922372816;0,015152776;577;0,282840891
TMLHE;55217;13;86;0,922372816;0,015223271;578;0,283610641
MEX3A;92312;13;86;0,922372816;0,015223271;579;0,283120812
CAMSAP2;23271;13;86;0,922372816;0,015223271;580;0,282632673
ARHGEF15;22899;13;86;0,922372816;0,015223271;581;0,282146214
GUCY1A2;2977;13;86;0,922372816;0,015223271;582;0,281661427
TIGAR;57103;11;68;0,922372816;0,015236643;583;0,281415023
BRMS1L;84312;11;68;0,922372816;0,015236643;584;0,280933148
MDGA1;266727;12;77;0,922372816;0,015349785;585;0,282448334
COX5B;1329;6;27;0,922372816;0,015628097;586;0,286860915
C20orf24;55969;6;27;0,922372816;0,015628097;587;0,286372226
DBI;1622;6;27;0,922372816;0,015628097;588;0,285885198
GGCT;79017;6;27;0,922372816;0,015628097;589;0,285399824
HOXB2;3212;6;27;0,922372816;0,015628097;590;0,284916096
MGST3;4259;17;124;0,922372816;0,01563714;591;0,284591571
FRRS1L;23732;9;51;0,922372816;0,015743472;592;0,285959773
FGF12;2257;15;105;0,922372816;0,01574432;593;0,285492274
CNIH4;29097;15;105;0,922372816;0,01574432;594;0,285011647
DCAF6;55827;15;105;0,922372816;0,01574432;595;0,284532636
HPCA;3208;14;96;0,922372816;0,016260018;596;0,292946384
LACTB2;51110;14;96;0,922372816;0,016260018;597;0,292455687
AACS;65985;14;96;0,922372816;0,016260018;598;0,29196663
TIMM23;100287932;5;20;0,922372816;0,016272595;599;0,291694627
KRT31;3881;5;20;0,922372816;0,016272595;600;0,291208469
ARPC2;10109;16;115;0,922372816;0,01636869;601;0,292363937
AHCY;191;10;60;0,922372816;0,016549209;602;0,294951549
CS;1431;10;60;0,922372816;0,016549209;603;0,294462408
ARHGEF11;9826;13;87;0,922372816;0,016660991;604;0,295870056
FRAT2;23401;13;87;0,922372816;0,016660991;605;0,295381014
NDUFAF2;91942;11;69;0,922372816;0,016889564;606;0,298752261
SLC25A23;79085;12;78;0,922372816;0,016894615;607;0,298345159
MYLK2;85366;12;78;0,922372816;0,016894615;608;0,29785446
CRYM;1428;12;78;0,922372816;0,016894615;609;0,297365372
COL9A1;1297;12;78;0,922372816;0,016894615;610;0,296877888
RP9;6100;15;106;0,922372816;0,017060448;611;0,299165392
IDE;3416;15;106;0,922372816;0,017060448;612;0,298676559
PDAP1;11333;16;116;0,922372816;0,017658445;613;0,308135749
PLOD1;5351;16;116;0,922372816;0,017658445;614;0,307633899
FBLN2;2199;16;116;0,922372816;0,017658445;615;0,307133681
EIF1B;10289;16;116;0,922372816;0,017658445;616;0,306635088
YARS;8565;16;116;0,922372816;0,017658445;617;0,30613811
C4orf33;132321;14;97;0,922372816;0,017683718;618;0,306058947
PFKFB1;5207;14;97;0,922372816;0,017683718;619;0,305564506
EEF1A2;1917;14;97;0,922372816;0,017683718;620;0,30507166
HAPLN1;1404;14;97;0,922372816;0,017683718;621;0,304580402
HADHA;3030;14;97;0,922372816;0,017683718;622;0,304090723
AREL1;9870;14;97;0,922372816;0,017683718;623;0,303602616
HCCS;3052;14;97;0,922372816;0,017683718;624;0,303116073
CHCHD1;118487;14;97;0,922372816;0,017683718;625;0,302631087
AKR1E2;83592;14;97;0,922372816;0,017683718;626;0,302147651
PRKAA2;5563;14;97;0,922372816;0,017683718;627;0,301665757
ABCC12;94160;9;52;0,922372816;0,017762217;628;0,302457218
TMEM117;84216;9;52;0,922372816;0,017762217;629;0,301976364
RANBP3L;202151;9;52;0,922372816;0,017762217;630;0,301497037
CRADD;8738;13;88;0,922372816;0,018199284;631;0,308056268
BDNF;627;13;88;0,922372816;0,018199284;632;0,307568838
VTI1B;10490;13;88;0,922372816;0,018199284;633;0,307082947
METAP1D;254042;13;88;0,922372816;0,018199284;634;0,306598589
PLGRKT;55848;13;88;0,922372816;0,018199284;635;0,306115756
CCT6A;908;10;61;0,922372816;0,018455268;636;0,309715358
PRMT5;10419;15;107;0,922372816;0,018459142;637;0,309290762
PECR;55825;15;107;0,922372816;0,018459142;638;0,30880598
CACNA2D1;781;15;107;0,922372816;0,018459142;639;0,308322716
SLC43A1;8501;12;79;0,922372816;0,018553465;640;0,309333726
PTPN4;5775;12;79;0,922372816;0,018553465;641;0,308851146
ATP5L;10632;6;28;0,922372816;0,018613898;642;0,309323073
NDUFB8;4714;6;28;0,922372816;0,018613898;643;0,308842011
HIGD1A;25994;6;28;0,922372816;0,018613898;644;0,308362443
COX8A;1351;6;28;0,922372816;0,018613898;645;0,307884361
ARSI;340075;11;70;0,922372816;0,018672582;646;0,308327136
SAMD5;389432;11;70;0,922372816;0,018672582;647;0,307850588
HSD17B10;3028;16;117;0,922372816;0,019024759;648;0,312869334
SUB1;10923;16;117;0,922372816;0,019024759;649;0,312387255
COPS3;8533;16;117;0,922372816;0,019024759;650;0,311906659
PSMB5;5693;16;117;0,922372816;0,019024759;651;0,31142754
SORD;6652;16;117;0,922372816;0,019024759;652;0,31094989
ZNF318;24149;14;98;0,922372816;0,01920013;653;0,313184319
ARL8B;55207;14;98;0,922372816;0,01920013;654;0,312705444
FAM126B;285172;14;98;0,922372816;0,01920013;655;0,312228031
DNM3;26052;14;98;0,922372816;0,01920013;656;0,311752073
CAVIN2;8436;14;98;0,922372816;0,01920013;657;0,311277565
RHOT1;55288;14;98;0,922372816;0,01920013;658;0,310804499
EZH2;2146;14;98;0,922372816;0,01920013;659;0,310332868
MRLN;100507027;4;14;0,922372816;0,019308465;660;0,311518014
SNURF;8926;3;8;0,922372816;0,019457929;661;0,313325363
GTF2IRD2B;389524;3;8;0,922372816;0,019457929;662;0,312852062
MFAP5;8076;13;89;0,922372816;0,019842196;663;0,318211713
TCEAL8;90843;13;89;0,922372816;0,019842196;664;0,317732479
BCL2L2;599;15;108;0,922372816;0,01994347;665;0,318784793
PHF5A;84844;15;108;0,922372816;0,01994347;666;0,318306137
DIXDC1;85458;15;108;0,922372816;0,01994347;667;0,317828916
GRIP1;23426;15;108;0,922372816;0,01994347;668;0,317353125
PLXNA4;91584;9;53;0,922372816;0,019962806;669;0,317169045
mars-04;57574;9;53;0,922372816;0,019962806;670;0,316695659
HENMT1;113802;9;53;0,922372816;0,019962806;671;0,316223683
CNTNAP5;129684;5;21;0,922372816;0,020021175;672;0,316625308
VIP;7432;12;80;0,922372816;0,020331056;673;0,320773404
TSKS;60385;12;80;0,922372816;0,020331056;674;0,320297479
IDH2;3418;16;118;0,922372816;0,020470341;675;0,321890042
PPP3CB;5532;16;118;0,922372816;0,020470341;676;0,321413873
HIVEP2;3097;16;118;0,922372816;0,020470341;677;0,320939111
DAG1;1605;16;118;0,922372816;0,020470341;678;0,32046575
LINGO3;645191;10;62;0,922372816;0,020517651;679;0,320691377
CDH8;1006;11;71;0,922372816;0,02059129;680;0,32130362
IPCEF1;26034;11;71;0,922372816;0,02059129;681;0,320831808
CHPT1;56994;14;99;0,922372816;0,020812746;682;0,323608451
PLK4;10733;14;99;0,922372816;0,020812746;683;0,323134647
PBX2;5089;14;99;0,922372816;0,020812746;684;0,322662228
PTPRR;5801;14;99;0,922372816;0,020812746;685;0,322191188
RASL11B;65997;14;99;0,922372816;0,020812746;686;0,321721521
MRPL4;51073;14;99;0,922372816;0,020812746;687;0,321253222
SNX12;29934;14;99;0,922372816;0,020812746;688;0,320786284
EPHA5;2044;8;45;0,922372816;0,021262662;689;0,326837658
DNAJC15;29103;15;109;0,922372816;0,021516483;690;0,330027598
PPIC;5480;15;109;0,922372816;0,021516483;691;0,329549989
MMADHC;27249;15;109;0,922372816;0,021516483;692;0,329073761
SEMA6A;57556;15;109;0,922372816;0,021516483;693;0,328598907
CEP63;80254;13;90;0,922372816;0,021593737;694;0,329232989
GATAD2B;57459;13;90;0,922372816;0,021593737;695;0,328759273
LRRN1;57633;13;90;0,922372816;0,021593737;696;0,328286917
TRIL;9865;13;90;0,922372816;0,021593737;697;0,327815918
CERS6;253782;13;90;0,922372816;0,021593737;698;0,327346267
DUSP22;56940;13;90;0,922372816;0,021593737;699;0,326877961
RPH3A;22895;13;90;0,922372816;0,021593737;700;0,326410992
IREB2;3658;16;119;0,922372816;0,021997885;701;0,331673509
KIAA1549;57670;12;81;0,922372816;0,022232043;702;0,334508867
MYO19;80179;12;81;0,922372816;0,022232043;703;0,334033037
BRI3BP;140707;12;81;0,922372816;0,022232043;704;0,333558558
PRDM10;56980;12;81;0,922372816;0,022232043;705;0,333085425
LINGO2;158038;9;54;0,922372816;0,022353415;706;0,334316691
STARD4;134429;14;100;0,922372816;0,022525024;707;0,336246293
NOS1;4842;14;100;0,922372816;0,022525024;708;0,335771369
MRPS23;51649;14;100;0,922372816;0,022525024;709;0,335297785
PPM1L;151742;11;72;0,922372816;0,02265118;710;0,336582669
FAM229B;619208;11;72;0,922372816;0,02265118;711;0,336109275
SLC9A7;84679;11;72;0,922372816;0,02265118;712;0,335637212
ARMCX1;51309;10;63;0,922372816;0,022742966;713;0,336438686
C1orf115;79762;10;63;0,922372816;0,022742966;714;0,335967483
MYOZ3;91977;10;63;0,922372816;0,022742966;715;0,335497599
TESC;54997;15;110;0,922372816;0,023181205;716;0,341068315
COL6A1;1291;15;110;0,922372816;0,023181205;717;0,340592627
MIPEP;4285;15;110;0,922372816;0,023181205;718;0,340118264
BCKDK;10295;15;110;0,922372816;0,023181205;719;0,339645221
KCNK10;54207;13;91;0,922372816;0,02345786;720;0,34295679
HS6ST2;90161;13;91;0,922372816;0,02345786;721;0,342481121
MAP7D1;55700;13;91;0,922372816;0,02345786;722;0,342006771
SMIM12;113444;13;91;0,922372816;0,02345786;723;0,341533732
MYOZ1;58529;13;91;0,922372816;0,02345786;724;0,341062001
MAGEH1;28986;13;91;0,922372816;0,02345786;725;0,34059157
FAM49A;81553;13;91;0,922372816;0,02345786;726;0,340122436
BOLA3;388962;13;91;0,922372816;0,02345786;727;0,339654592
MIEF1;54471;13;91;0,922372816;0,02345786;728;0,339188034
IDH3A;3419;16;120;0,922372816;0,023610067;729;0,340775884
AMACR;23600;16;120;0,922372816;0,023610067;730;0,340309068
ATXN10;25814;16;120;0,922372816;0,023610067;731;0,339843529
GAL3ST3;89792;8;46;0,922372816;0,024038655;732;0,345126826
TOMM5;401505;5;22;0,922372816;0,024292314;733;0,348046107
RAB4A;5867;14;101;0,922372816;0,024340378;734;0,348212842
ALAS1;211;14;101;0,922372816;0,024340378;735;0,347739083
FBLN1;2192;14;101;0,922372816;0,024340378;736;0,347266611
PAFAH1B2;5049;14;101;0,922372816;0,024340378;737;0,346795422
PSMC6;5706;14;101;0,922372816;0,024340378;738;0,346325509
ASB13;79754;14;101;0,922372816;0,024340378;739;0,345856869
PID1;55022;14;101;0,922372816;0,024340378;740;0,345389494
HSPA12A;259217;14;101;0,922372816;0,024340378;741;0,344923382
POLR2I;5438;11;73;0,922372816;0,024857616;742;0,351269746
EPOP;100170841;11;73;0,922372816;0,024857616;743;0,350796974
HSPE1;3336;11;73;0,922372816;0,024857616;744;0,350325473
VIPR1;7433;11;73;0,922372816;0,024857616;745;0,349855237
NDRG4;65009;15;111;0,922372816;0,024940625;746;0,350471538
ATRN;8455;15;111;0,922372816;0,024940625;747;0,350002366
AMZ2;51321;15;111;0,922372816;0,024940625;748;0,349534448
NLK;51701;15;111;0,922372816;0,024940625;749;0,34906778
SLC11A2;4891;15;111;0,922372816;0,024940625;750;0,348602356
UCHL5;51377;15;111;0,922372816;0,024940625;751;0,348138172
DCTPP1;79077;15;111;0,922372816;0,024940625;752;0,347675222
PTCD2;79810;15;111;0,922372816;0,024940625;753;0,347213502
PLEKHG4;25894;9;55;0,922372816;0,024941932;754;0,346769912
ATOH7;220202;9;55;0,922372816;0,024941932;755;0,346310615
UNC13A;23025;10;64;0,922372816;0,025137632;756;0,348375175
SSBP1;6742;16;121;0,922372816;0,025309533;757;0,350125456
NDUFB2;4708;16;121;0,922372816;0,025309533;758;0,349663549
MRPS30;10884;13;92;0,922372816;0,025438454;759;0,350854792
NRARP;441478;13;92;0,922372816;0,025438454;760;0,350393141
RPE;6120;6;30;0,922372816;0,025703342;761;0,35331392
UQCR11;10975;6;30;0,922372816;0,025703342;762;0,352850253
PDCD5;9141;6;30;0,922372816;0,025703342;763;0,352387802
ATP2B2;491;14;102;0,922372816;0,026262172;764;0,359014164
PPIF;10105;14;102;0,922372816;0,026262172;765;0,358544864
PKNOX2;63876;14;102;0,922372816;0,026262172;766;0,35807679
EGR2;1959;14;102;0,922372816;0,026262172;767;0,357609936
NUDCD2;134492;14;102;0,922372816;0,026262172;768;0,357144298
AQP4;361;14;102;0,922372816;0,026262172;769;0,356679871
THTPA;79178;14;102;0,922372816;0,026262172;770;0,356216651
PDF;64146;12;83;0,922372816;0,026422396;771;0,357763913
TMEM183B;653659;12;83;0,922372816;0,026422396;772;0,357300488
GLT8D2;83468;12;83;0,922372816;0,026422396;773;0,356838262
DYRK1B;9149;12;83;0,922372816;0,026422396;774;0,356377231
GFOD1;54438;12;83;0,922372816;0,026422396;775;0,355917389
NRSN1;140767;12;83;0,922372816;0,026422396;776;0,355458733
PDGFRL;5157;12;83;0,922372816;0,026422396;777;0,355001257
SARS;6301;15;112;0,922372816;0,026797691;778;0,359201384
ACO2;50;15;112;0,922372816;0,026797691;779;0,358740279
RBM20;282996;11;74;0,922372816;0,027215813;780;0,363442369
AHSA1;10598;13;93;0,922372816;0,027539326;781;0,366956877
INA;9118;13;93;0,922372816;0,027539326;782;0,366487623
LCLAT1;253558;13;93;0,922372816;0,027539326;783;0,366019567
RDH13;112724;13;93;0,922372816;0,027539326;784;0,365552705
RB1CC1;9821;13;93;0,922372816;0,027539326;785;0,365087033
CMBL;134147;13;93;0,922372816;0,027539326;786;0,364622546
ECHDC1;55862;13;93;0,922372816;0,027539326;787;0,364159239
ITGA4;3676;13;93;0,922372816;0,027539326;788;0,363697108
NUDT16L1;84309;13;93;0,922372816;0,027539326;789;0,363236148
MMP15;4324;13;93;0,922372816;0,027539326;790;0,362776356
PANK1;53354;13;93;0,922372816;0,027539326;791;0,362317726
TMEM246;84302;13;93;0,922372816;0,027539326;792;0,361860254
TMEM229A;730130;10;65;0,922372816;0,027707843;793;0,36344259
ASB10;136371;10;65;0,922372816;0,027707843;794;0,362984854
GRIA1;2890;10;65;0,922372816;0,027707843;795;0,362528269
GPA33;10223;9;56;0,922372816;0,027735906;796;0,362410853
PPP1R1C;151242;9;56;0,922372816;0,027735906;797;0,361956134
BDH1;622;14;103;0,922372816;0,028293702;798;0,368192238
NSMCE2;286053;14;103;0,922372816;0,028293702;799;0,367731422
MRM3;55178;14;103;0,922372816;0,028293702;800;0,367271758
PCYOX1;51449;14;103;0,922372816;0,028293702;801;0,366813241
OTUD6B;51633;14;103;0,922372816;0,028293702;802;0,366355868
EIF4E3;317649;14;103;0,922372816;0,028293702;803;0,365899634
DCK;1633;14;103;0,922372816;0,028293702;804;0,365444535
MFSD6;54842;14;103;0,922372816;0,028293702;805;0,364990567
CD27;939;12;84;0,922372816;0,02872059;806;0,369591306
GRIP2;80852;12;84;0,922372816;0,02872059;807;0,369133324
TPX2;22974;12;84;0,922372816;0,02872059;808;0,368676476
KIF1BP;26128;12;84;0,922372816;0,02872059;809;0,368220757
FSCN1;6624;12;84;0,922372816;0,02872059;810;0,367766164
RETN;56729;12;84;0,922372816;0,02872059;811;0,367312691
LURAP1L;286343;12;84;0,922372816;0,02872059;812;0,366860336
METTL23;124512;12;84;0,922372816;0,02872059;813;0,366409093
ASIC1;41;12;84;0,922372816;0,02872059;814;0,365958959
MZT1;440145;12;84;0,922372816;0,02872059;815;0,36550993
SDHB;6390;15;113;0,922372816;0,0287553;816;0,365467285
LMAN2;10960;15;113;0,922372816;0,0287553;817;0,365019957
PCCA;5095;15;113;0,922372816;0,0287553;818;0,364573722
UBAC1;10422;15;113;0,922372816;0,0287553;819;0,364128577
OSTC;58505;15;113;0,922372816;0,0287553;820;0,363684518
TRIM32;22954;15;113;0,922372816;0,0287553;821;0,363241541
PIAS2;9063;16;123;0,922372816;0,028980729;822;0,365410556
UBE2F;140739;5;23;0,922372816;0,02910736;823;0,366429828
BORCS7;119032;5;23;0,922372816;0,02910736;824;0,365985132
CHCHD4;131474;5;23;0,922372816;0,02910736;825;0,365541513
UXS1;80146;11;75;0,922372816;0,029730816;826;0,372260437
PPM1E;22843;11;75;0,922372816;0,029730816;827;0,371810303
PRR11;55771;11;75;0,922372816;0,029730816;828;0,371361257
NOTUM;147111;11;75;0,922372816;0,029730816;829;0,370913294
KYNU;8942;13;94;0,922372816;0,029764194;830;0,370847194
ELAVL4;1996;13;94;0,922372816;0,029764194;831;0,370400928
TMEM143;55260;13;94;0,922372816;0,029764194;832;0,369955735
PLA2G12A;81579;13;94;0,922372816;0,029764194;833;0,36951161
TM2D2;83877;13;94;0,922372816;0,029764194;834;0,369068551
CPEB3;22849;13;94;0,922372816;0,029764194;835;0,368626552
MRPS24;64951;13;94;0,922372816;0,029764194;836;0,368185611
MMACHC;25974;13;94;0,922372816;0,029764194;837;0,367745724
TFB2M;64216;8;48;0,922372816;0,030331856;838;0,373709083
NWD2;57495;8;48;0,922372816;0,030331856;839;0,373263661
GNAZ;2781;14;104;0,922372816;0,030438194;840;0,374013247
ASIC2;40;14;104;0,922372816;0,030438194;841;0,373568522
UBE2A;7319;14;104;0,922372816;0,030438194;842;0,373124854
LPIN1;23175;14;104;0,922372816;0,030438194;843;0,372682239
KCND2;3751;10;66;0,922372816;0,030459539;844;0,372479098
SRSF12;135295;10;66;0,922372816;0,030459539;845;0,372038294
SYTL2;54843;10;66;0,922372816;0,030459539;846;0,371598532
COL6A3;1293;10;66;0,922372816;0,030459539;847;0,371159809
LAMB1;3912;15;114;0,922372816;0,030816288;848;0,374683587
HSBP1;3281;15;114;0,922372816;0,030816288;849;0,374242264
UQCRC1;7384;15;114;0,922372816;0,030816288;850;0,373801979
RAD1;5810;15;114;0,922372816;0,030816288;851;0,373362729
OR52W1;120787;4;16;0,922372816;0,031007912;852;0,375038759
LRRC8B;23507;12;85;0,922372816;0,031159803;853;0,376271189
SVOP;55530;12;85;0,922372816;0,031159803;854;0,37583059
IFT80;57560;12;85;0,922372816;0,031159803;855;0,375391022
CENPF;1063;12;85;0,922372816;0,031159803;856;0,374952481
P2RX2;22953;12;85;0,922372816;0,031159803;857;0,374514964
KCNA5;3741;13;95;0,922372816;0,032116667;858;0,384514501
ZNF436;80818;13;95;0,922372816;0,032116667;859;0,384066871
APPL1;26060;13;95;0,922372816;0,032116667;860;0,383620281
VPS37A;137492;13;95;0,922372816;0,032116667;861;0,383174729
PPP1R14C;81706;13;95;0,922372816;0,032116667;862;0,382730211
MTX2;10651;13;95;0,922372816;0,032116667;863;0,382286723
B3GALNT1;8706;13;95;0,922372816;0,032116667;864;0,381844261
ACTG2;72;13;95;0,922372816;0,032116667;865;0,381402823
AK1;203;11;76;0,922372816;0,032407473;866;0,384092481
ABHD11;83451;11;76;0,922372816;0,032407473;867;0,383649468
SETD7;80854;11;76;0,922372816;0,032407473;868;0,383207475
LYRM7;90624;11;76;0,922372816;0,032407473;869;0,3827665
DTNA;1837;11;76;0,922372816;0,032407473;870;0,382326538
ANKRD34A;284615;11;76;0,922372816;0,032407473;871;0,381887587
LRRC75A;388341;11;76;0,922372816;0,032407473;872;0,381449643
GABBR1;2550;14;105;0,922372816;0,03269879;873;0,38411744
BCKDHB;594;14;105;0,922372816;0,03269879;874;0,383677947
DIMT1;27292;14;105;0,922372816;0,03269879;875;0,383239457
NFYC;4802;14;105;0,922372816;0,03269879;876;0,382801969
MINDY3;80013;14;105;0,922372816;0,03269879;877;0,382365479
CA2;760;14;105;0,922372816;0,03269879;878;0,381929983
CDCA7;83879;14;105;0,922372816;0,03269879;879;0,381495478
PDZRN3;23024;14;105;0,922372816;0,03269879;880;0,381061961
BLMH;642;14;105;0,922372816;0,03269879;881;0,380629427
POP1;10940;14;105;0,922372816;0,03269879;882;0,380197874
QRSL1;55278;14;105;0,922372816;0,03269879;883;0,379767299
SYNJ2BP;55333;15;115;0,922372816;0,032983428;884;0,382328054
PPP2R5C;5527;15;115;0,922372816;0,032983428;885;0,381896045
CSRP2;1466;15;115;0,922372816;0,032983428;886;0,381465011
SEC23IP;11196;15;115;0,922372816;0,032983428;887;0,381034949
RNF10;9921;15;115;0,922372816;0,032983428;888;0,380605856
MRPL58;3396;15;115;0,922372816;0,032983428;889;0,380177728
TIAM1;7074;15;115;0,922372816;0,032983428;890;0,379750562
RFXAP;5994;10;67;0,922372816;0,03339838;891;0,383639966
NEUROD6;63974;10;67;0,922372816;0,03339838;892;0,383209876
MEX3C;51320;10;67;0,922372816;0,03339838;893;0,382780749
CSRNP2;81566;12;86;0,922372816;0,033744105;894;0,38592751
ATPAF1;64756;12;86;0,922372816;0,033744105;895;0,385496306
DRD1;1812;12;86;0,922372816;0,033744105;896;0,385066064
FAM210B;116151;12;86;0,922372816;0,033744105;897;0,384636782
LEO1;123169;12;86;0,922372816;0,033744105;898;0,384208456
SERF2;10169;12;86;0,922372816;0,033744105;899;0,383781083
CAMKV;79012;12;86;0,922372816;0,033744105;900;0,38335466
OSGEPL1;64172;12;86;0,922372816;0,033744105;901;0,382929183
HS3ST5;222537;8;49;0,922372816;0,033866342;902;0,383755552
RAPGEFL1;51195;9;58;0,922372816;0,033968481;903;0,384373909
KLHL30;377007;9;58;0,922372816;0,033968481;904;0,383948716
DNAJC14;85406;5;24;0,922372816;0,034483631;905;0,38876468
FUNDC2;65991;5;24;0,922372816;0,034483631;906;0,388335579
NDUFV3;4731;5;24;0,922372816;0,034483631;907;0,387907426
VMA21;203547;5;24;0,922372816;0,034483631;908;0,387480215
AKIRIN2;55122;13;96;0,922372816;0,034600238;909;0,388232505
THOC7;80145;13;96;0,922372816;0,034600238;910;0,387805876
SS18L2;51188;13;96;0,922372816;0,034600238;911;0,387380183
APOOL;139322;13;96;0,922372816;0,034600238;912;0,386955424
PGPEP1;54858;13;96;0,922372816;0,034600238;913;0,386531596
FBXL19;54620;13;96;0,922372816;0,034600238;914;0,386108695
RET;5979;13;96;0,922372816;0,034600238;915;0,385686718
ARMC8;25852;14;106;0,922372816;0,035078538;916;0,390053807
WFDC1;58189;14;106;0,922372816;0,035078538;917;0,389628448
TRAK1;22906;14;106;0,922372816;0,035078538;918;0,389204017
BCS1L;617;14;106;0,922372816;0,035078538;919;0,388780508
MTFR1L;56181;14;106;0,922372816;0,035078538;920;0,388357921
PSMA4;5685;14;106;0,922372816;0,035078538;921;0,387936251
MTMR2;8898;14;106;0,922372816;0,035078538;922;0,387515496
PHLDB2;90102;11;77;0,922372816;0,035250421;923;0,388799727
MAP6D1;79929;11;77;0,922372816;0,035250421;924;0,388378948
COX16;51241;11;77;0,922372816;0,035250421;925;0,387959079
FOXM1;2305;15;116;0,922372816;0,035259415;926;0,387628949
TST;7263;15;116;0,922372816;0,035259415;927;0,387210795
CCND2;894;15;116;0,922372816;0,035259415;928;0,386793542
DRP2;1821;12;87;0,922372816;0,036477403;929;0,398320355
HIST1H1C;3006;12;87;0,922372816;0,036477403;930;0,397892054
DNAJC27;51277;12;87;0,922372816;0,036477403;931;0,397464673
DTNBP1;84062;12;87;0,922372816;0,036477403;932;0,397038208
DSTN;11034;12;87;0,922372816;0,036477403;933;0,396612658
SDHAF3;57001;12;87;0,922372816;0,036477403;934;0,396188019
MRPS28;28957;10;68;0,922372816;0,036529714;935;0,396271855
SLC25A46;91137;10;68;0,922372816;0,036529714;936;0,395848488
GRAMD1B;57476;13;97;0,922372816;0,037218271;937;0,402076753
MSH3;4437;13;97;0,922372816;0,037218271;938;0,401648099
EMP2;2013;13;97;0,922372816;0,037218271;939;0,401220359
CDC6;990;13;97;0,922372816;0,037218271;940;0,400793529
CTNNBIP1;56998;13;97;0,922372816;0,037218271;941;0,400367606
ANK1;286;13;97;0,922372816;0,037218271;942;0,399942587
RPF2;84154;13;97;0,922372816;0,037218271;943;0,39951847
URI1;8725;13;97;0,922372816;0,037218271;944;0,399095251
ADCY6;112;13;97;0,922372816;0,037218271;945;0,398672928
OCIAD2;132299;9;59;0,922372816;0,037420121;946;0,400177023
KIRREL3;84623;9;59;0,922372816;0,037420121;947;0,399754449
FUOM;282969;9;59;0,922372816;0,037420121;948;0,399332768
AMD1;262;9;59;0,922372816;0,037420121;949;0,398911974
DYNC1LI1;51143;14;107;0,922372816;0,037580383;950;0,400012643
COQ5;84274;14;107;0,922372816;0,037580383;951;0,39959202
EGFR;1956;14;107;0,922372816;0,037580383;952;0,399172281
MTERF3;51001;14;107;0,922372816;0,037580383;953;0,398753422
ATP5J2;9551;14;107;0,922372816;0,037580383;954;0,398335441
NAA30;122830;14;107;0,922372816;0,037580383;955;0,397918336
CHORDC1;26973;15;117;0,922372816;0,037646865;956;0,398128469
NARS;4677;15;117;0,922372816;0,037646865;957;0,397712451
TNPO3;23534;15;117;0,922372816;0,037646865;958;0,397297303
ST6GAL2;84620;8;50;0,922372816;0,037669808;959;0,397098441
RNF150;57484;11;78;0,922372816;0,038264061;960;0,402247413
KLF13;51621;11;78;0,922372816;0,038264061;961;0,401828841
PTP4A1;7803;11;78;0,922372816;0,038264061;962;0,401411139
PREX1;57580;11;78;0,922372816;0,038264061;963;0,400994305
CEP72;55722;11;78;0,922372816;0,038264061;964;0,400578336
DDX55;57696;12;88;0,922372816;0,039363422;965;0,410344065
TMEM150A;129303;12;88;0,922372816;0,039363422;966;0,409919278
TAF15;8148;10;69;0,922372816;0,039858553;967;0,414047174
ADRA1D;146;10;69;0,922372816;0,039858553;968;0,41361944
PSMG1;8624;13;98;0,922372816;0,039973987;969;0,41424946
ZNF362;149076;13;98;0,922372816;0,039973987;970;0,413822399
VAMP7;6845;13;98;0,922372816;0,039973987;971;0,413396217
RBP4;5950;13;98;0,922372816;0,039973987;972;0,412970912
UQCC1;55245;13;98;0,922372816;0,039973987;973;0,412546482
GPD1;2819;13;98;0,922372816;0,039973987;974;0,412122923
CSNK1D;1453;15;118;0,922372816;0,040148301;975;0,413284845
APEX1;328;15;118;0,922372816;0,040148301;976;0,412861397
YWHAE;7531;15;118;0,922372816;0,040148301;977;0,412438816
LARP4B;23185;14;108;0,922372816;0,040207157;978;0,412550088
GAP43;2596;14;108;0,922372816;0,040207157;979;0,412128688
NIT2;56954;14;108;0,922372816;0,040207157;980;0,411708149
CHN1;1123;14;108;0,922372816;0,040207157;981;0,411288467
CDH5;1003;14;108;0,922372816;0,040207157;982;0,410869639
WDR5;11091;14;108;0,922372816;0,040207157;983;0,410451664
KLRB1;3820;5;25;0,922372816;0,040434342;984;0,412077376
ARHGEF9;23229;9;60;0,922372816;0,041103223;985;0,41764961
SLC36A2;153201;9;60;0,922372816;0,041103223;986;0,417226031
DUSP13;51207;9;60;0,922372816;0,041103223;987;0,416803309
FAM71E1;112703;7;42;0,922372816;0,041393023;988;0,418960799
SELENOW;6415;11;79;0,922372816;0,041452539;989;0,419065747
DCX;1641;11;79;0,922372816;0,041452539;990;0,418642448
FAM171A1;221061;11;79;0,922372816;0,041452539;991;0,418220004
C11orf74;119710;12;89;0,922372816;0,042405691;992;0,426209282
